age	sex	party	party guess	race	ethnicity	precinct	prop value	voted 2010	voted 2011	voted 2012	voted 2013	voted 2014	voted 2015	voted 2016	voted 2017	voted 2018	voted 2019	voted 2020	voted 2021
51	M	U	U	WHITE	MUSLIM	5	1210.0									False	False	False	False
64	M	U	D	WHITE	BRITISH	2	630.0	False	False	False	True	False	False	True	False	False	False	False	False
65	U	D	D	WHITE	BRITISH	4	830.0	False	False	False	False	False	False	False	False	False	False	False	False
69	M	U	D	WHITE	BRITISH	4	690.0	False	False	False	True	True	False	True	True	True	False	False	True
75	M	D	D	BLACK	FRENCH	5	440.0	False	False	False	False	True	False	False	False	False	False	False	False
50	F	U	D	WHITE	BRITISH	1	430.0	True	False	False	False	False	False	False	False	False	False	False	False
73	M	U	D	WHITE	JEWISH	2	810.0	False	False	False	False	False	False	False	False	False	False	False	False
70	M	D	D	WHITE	FRENCH	5	360.0	False	False	False	False	False	False	False	False	False	False	False	False
56	M	U	D	WHITE	GERMANIC	1	560.0	False	False	False	False	False	False	True	False	False	False	False	False
58	F	U	U	WHITE	BRITISH	2	870.0	False	False	False	True	False	False	True	False	False	True	True	False
54	M	D	D	WHITE	BRITISH	2	650.0	False	False	False	False	False	False	False	False	False	False	False	False
22	M	U	U	WHITE	BRITISH	1	580.0												False
50	F	U	D	UNKNOWN	BRITISH	2	690.0								False	True	True	True	True
45	M	R	R	ASIAN	INDIANSUBCONTINENT	1	680.0										False	False	False
43	F	D	D	WHITE	ITALIAN	2	780.0										False	False	True
19	M	D	D	WHITE	NORDIC	3	510.0											False	True
36	M	U	D	WHITE	BRITISH	4	410.0	False	False	False	False	False	False	False	False	False	False	False	False
29	M	D	D	WHITE	JEWISH	2	520.0								False	False	False	True	False
73	M	D	D	WHITE	JEWISH	2	860.0	False	False	False	False	False	False	False	False	False	True	True	False
55	M	U	R	WHITE	JEWISH	2	570.0	False	False	False	True	True	False	True	False	False	False	False	False
49	F	U	U	ASIAN	INDIANSUBCONTINENT	5	540.0								False	False	False	False	False
78	M	D	D	WHITE	BRITISH	3	680.0	False	False	False	True	True	False	True	False	False	False	False	False
52	F	D	D	WHITE	BRITISH	2	1290.0					False	False	False	False	False	False	False	False
42	F	U	D	ASIAN	EASTASIAN	4	690.0	False	False	False	False	False	False	False	False	False	False	False	False
73	F	U	U	UNKNOWN	BRITISH	1													False
51	M	U	D	WHITE	JEWISH	3	530.0	False	False	False	False	False	False	True	False	False	True	False	False
36	M	U	D	WHITE	EASTEUROPEAN	3	910.0										False	False	False
55	F	D	D	WHITE	BRITISH	2	610.0			False	False	False	False	True	False	False	True	False	True
31	M	U	U	UNKNOWN	EASTEUROPEAN	2	810.0												False
43	F	D	D	WHITE	JEWISH	1	740.0	False	False	False	False	True	False	False	False	False	True	True	True
83	M	D	D	WHITE	BRITISH	3	740.0	False	False	False	True	False	False	True	False	False	True	True	True
68	F	U	U	WHITE	BRITISH	5	400.0	False	False	False	False	False	False	False	False	False	False	False	False
79	M	U	D	WHITE	BRITISH	2	490.0	False	False	False	False	False	False	False	False	False	False	False	False
54	M	U	U	WHITE	JEWISH	3	690.0	False	False	False	False	False	False	False	False	False	True	False	False
28	F	U	D	WHITE	BRITISH	3	460.0				False	False	True	False	False	False	False	False	False
62	M	U	U	WHITE	JEWISH	3	520.0	False	False	False	False	False	False	False	False	False	False	False	False
25	U	U	D	ASIAN	MUSLIM	4	510.0						False	False	False	False	False	False	False
25	U	U	D	ASIAN	EASTEUROPEAN	4	700.0								False	False	True	False	False
26	M	D	D	UNKNOWN	HISPANIC	3	550.0												
42	M	U	D	WHITE	BRITISH	3	520.0	False	False	False	False	False	False	False	False	False	True	True	True
64	U	U	D	ASIAN	EASTASIAN	3	700.0	False	False	False	False	False	False	False	False	False	False	False	False
38	F	D	D	BLACK	BRITISH	2	580.0							False	False	False	False	False	False
32	F	U	D	WHITE	BRITISH	1	560.0	True	False	False	False	False	False	False	False	False	False	False	False
56	F	U	R	WHITE	FRENCH	3	650.0	False	False	False	True	True	False	True	False	True	True	True	True
18	F	U	U	UNKNOWN	JEWISH	5	740.0												False
42	F	D	D	WHITE	FRENCH	3	830.0	False	False	False	False	False	False	False	False	False	False	False	False
64	F	D	D	WHITE	BRITISH	5	600.0	True	False	False	False	True	True	True	False	False	True	False	False
30	M	R	R	WHITE	BRITISH	5	980.0	False	False	False	False	True	False	False	False	True	False	False	False
77	F	D	D	WHITE	BRITISH	5	410.0	False	False	False	False	False	False	False	False	False	False	False	False
53	M	U	R	WHITE	JEWISH	1	410.0	False	False	False	False	False	False	False	False	False	False	False	False
50	M	U	D	WHITE	EASTASIAN	5	390.0	False	False	False	False	False	False	False	False	False	False	False	False
60	M	U	R	WHITE	BRITISH	4		False	False	False	False	False	False	False	False	False	False	False	False
69	M	U	D	WHITE	BRITISH	2	550.0	False	False	False	False	False	False	False	False	False	False	False	False
28	M	D	D	WHITE	BRITISH	2	530.0			False	False	False	True	False	False	False	False	False	False
88	M	U	R	WHITE	BRITISH	2	870.0	False	False	False	True	True	True	True	False	True	False	False	False
22	F	U	U	WHITE	JEWISH	3	780.0											False	False
21	M	U	D	WHITE	AFRICANS	4	700.0										True	False	False
26	F	U	U	ASIAN	EASTASIAN	5	370.0					False	False	False	False	False	False	False	False
32	F	U	D	WHITE	BRITISH	1	360.0	False	False	False	False	False	False	False	False	False	False	False	True
61	F	U	D	WHITE	FRENCH	5	630.0	False	False	False	False	False	False	False	False	False	False	False	False
71	F	U	R	WHITE	JEWISH	3	650.0	True	False	False	False	False	True	False	False	False	True	True	False
55	U	U	D	ASIAN	INDIANSUBCONTINENT	3	710.0	False	False	False	False	False	False	False	False	True	True	False	True
22	U	U	U	UNKNOWN	MUSLIM	5													
48	M	D	D	WHITE	JEWISH	2	670.0	False	False	False	False	False	False	False	False	False	True	False	True
81	F	U	D	WHITE	BRITISH	3	550.0	False	False	False	True	True	True	True	True	True	True	False	False
61	F	U	D	WHITE	AFRICANS	5	520.0	True	False	False	False	False	False	True	False	True	False	False	False
49	F	U	D	ASIAN	EASTASIAN	2	460.0										True	False	True
94	F	U	D	WHITE	JEWISH	2	620.0	False	False	False	False	False	False	False	False	False	False	False	False
64	M	U	D	WHITE	BRITISH	1	450.0	True	False	False	False	False	False	True	False	False	False	False	False
45	F	U	U	ASIAN	INDIANSUBCONTINENT	2	700.0									False	False	False	False
61	F	D	D	WHITE	BRITISH	2	660.0	True	False	False	False	True	True	True	False	True	True	True	True
50	M	U	U	WHITE	BRITISH	3	440.0	False	False	False	False	False	False	False	False	False	False	False	False
44	F	U	D	WHITE	JEWISH	5	600.0	False	False	False	False	False	False	False	False	False	False	False	False
29	F	U	D	WHITE	JEWISH	1	590.0				False	False	False	False	False	False	False	False	False
19	M	U	U	ASIAN	EASTASIAN	4	720.0												False
68	M	U	U	WHITE	BRITISH	2	1080.0	True	False	False	False	False	False	False	False	False	False	False	False
46	U	U	D	BLACK	BRITISH	2	470.0	False	False	False	False	False	False	False	False	False	False	False	True
73	F	R	R	WHITE	BRITISH	1	190.0	False	False	False	False	False	False	False	False	False	False	False	False
35	M	U	D	WHITE	BRITISH	5	460.0									False	False	False	False
43	F	U	U	WHITE	EASTEUROPEAN	3	750.0	False	False	False	False	True	False	False	False	False	False	False	True
64	M	U	D	WHITE	JEWISH	3	750.0	False	False	False	False	False	False	False	False	False	False	False	False
92	F	U	U	WHITE	EASTEUROPEAN	1		False	False	False	False	False	False	False	False	False	False	False	False
60	M	D	D	WHITE	BRITISH	2	530.0	True	False	False	False	False	False	False	False	False	False	False	False
22	M	U	U	UNKNOWN	BRITISH	2	600.0												False
46	F	U	U	WHITE	JEWISH	2	490.0											False	False
53	M	U	U	WHITE	BRITISH	3	430.0											False	False
47	U	D	D	WHITE	EASTEUROPEAN	1	560.0				False	False	False	False	False	False	False	False	True
23	F	D	D	WHITE	BRITISH	4	410.0								False	False	False	False	False
74	F	U	U	WHITE	AFRICANS	5	800.0											False	False
57	M	U	D	WHITE	BRITISH	2	730.0	False	False	False	True	True	True	True	True	True	True	False	True
35	U	D	D	HISPANIC	FRENCH	3	460.0				False	False	False	False	False	False	False	False	False
51	M	R	R	WHITE	JEWISH	3	610.0				False	False	False	True	False	False	False	False	False
21	F	U	U	WHITE	BRITISH	3	630.0												
67	F	U	D	WHITE	BRITISH	5	350.0										False	False	False
94	F	D	D	WHITE	BRITISH	5	690.0	False	True	False	False	False	False	False	False	False	False	False	False
79	F	D	D	WHITE	JEWISH	2	660.0	False	False	False	True	True	False	False	False	False	False	False	False
71	F	U	D	WHITE	BRITISH	3	490.0	False	False	False	False	False	False	False	False	False	False	False	False
43	M	U	D	ASIAN	BRITISH	1	520.0	False	False	False	False	False	False	False	False	False	True	False	False
55	M	R	R	ASIAN	MUSLIM	5	1050.0	False	False	False	False	False	False	False	False	False	False	False	False
63	M	D	D	WHITE	BRITISH	4	870.0										False	False	False
19	F	U	U	UNKNOWN	BRITISH	5	380.0										False	False	True
20	F	D	D	BLACK	FRENCH	5	560.0											True	True
20	M	U	U	WHITE	JEWISH	2	450.0										False	False	False
36	F	D	D	ASIAN	JEWISH	2	440.0	False	False	False	False	False	False	False	False	False	False	False	False
63	M	U	U	WHITE	BRITISH	3	420.0	False	False	False	False	False	False	False	False	False	False	False	False
51	M	U	U	WHITE	BRITISH	2	880.0								False	False	False	False	False
63	F	D	D	WHITE	BRITISH	3	800.0	True	False	False	False	False	False	False	False	False	False	False	False
27	U	D	D	ASIAN	EASTASIAN	1	420.0											False	False
50	U	U	R	WHITE	JEWISH	5		False	False	False	False	True	False	False	False	True	False	False	False
75	M	D	D	WHITE	INDIANSUBCONTINENT	4	750.0	False	False	False	False	False	False	False	False	False	False	False	False
65	M	U	U	WHITE	JEWISH	5	380.0	False	False	False	False	False	False	False	False	False	False	False	False
55	M	D	D	WHITE	FRENCH	1	560.0										False	False	False
42	F	D	D	UNKNOWN	JEWISH	3	420.0												False
24	F	D	D	WHITE	EASTEUROPEAN	3	700.0								False	False	False	False	False
42	F	D	D	UNKNOWN	ITALIAN	5	580.0												
29	U	D	D	WHITE	BRITISH	3	550.0											False	False
60	U	U	U	ASIAN	EASTASIAN	4	820.0	False	False	False	False	False	False	False	False	False	False	False	False
29	F	U	D	WHITE	JEWISH	5												False	True
33	M	U	D	WHITE	BRITISH	2	660.0	False	False	False	False	False	False	False	False	False	False	False	False
23	F	D	D	WHITE	BRITISH	3	840.0										False	False	False
41	U	D	D	ASIAN	JEWISH	3	550.0	False	False	False	False	False	False	False	False	False	False	False	True
48	F	U	U	WHITE	BRITISH	2	1330.0	True	False	False	False	False	False	True	False	False	True	True	True
37	U	D	D	ASIAN	FRENCH	5	660.0								False	False	False	False	False
64	F	U	U	UNKNOWN	BRITISH	1	630.0												
60	M	U	U	WHITE	EASTEUROPEAN	3	540.0			False	False	False	False	False	False	False	False	False	False
59	F	U	D	WHITE	BRITISH	3	630.0	True	False	False	False	False	False	True	False	False	False	False	False
42	U	U	U	ASIAN	EASTASIAN	3	750.0									False	False	False	False
46	F	D	D	BLACK	BRITISH	4	380.0	False	False	False	False	False	False	False	False	False	True	False	False
41	F	D	D	WHITE	BRITISH	1	940.0								False	True	True	True	True
44	M	U	U	ASIAN	INDIANSUBCONTINENT	4	690.0											False	False
64	F	D	D	WHITE	BRITISH	3	810.0	True	False	False	False	False	False	False	False	True	True	False	False
78	F	D	D	ASIAN	INDIANSUBCONTINENT	3	580.0	False	False	False	False	False	False	False	False	False	False	False	False
61	M	D	D	WHITE	JEWISH	1	500.0	False	False	False	False	False	False	False	False	False	False	False	False
51	U	D	D	WHITE	MUSLIM	3	710.0					False	False	False	False	False	False	False	False
38	M	U	U	WHITE	EASTEUROPEAN	2	450.0	False	False	False	False	False	False	False	False	False	False	False	False
38	U	U	D	WHITE	JAPANESE	4	600.0						False	False	False	False	True	True	True
45	M	D	D	WHITE	BRITISH	2	610.0							False	False	False	False	False	False
45	F	D	D	WHITE	JEWISH	4	740.0	False	False	False	False	False	False	True	False	True	True	False	True
58	U	U	D	ASIAN	INDIANSUBCONTINENT	4	510.0		False	False	False	False	False	False	False	False	False	False	False
88	M	U	U	WHITE	GERMANIC	2	510.0	True	False	False	False	False	False	False	False	False	False	False	False
39	M	U	U	WHITE	BRITISH	2	480.0									True	False	False	True
40	U	D	D	ASIAN	INDIANSUBCONTINENT	2	750.0				False	False	False	False	False	True	False	False	False
21	U	U	D	WHITE	BRITISH	3	530.0										True	False	False
19	F	U	U	WHITE	BRITISH	3	640.0									False	False	False	False
50	M	U	D	WHITE	BRITISH	5	500.0	False	False	False	False	False	False	False	False	False	False	False	False
56	M	U	U	ASIAN	EASTASIAN	4	740.0				False	False	False	True	False	True	False	False	False
43	U	U	R	WHITE	EASTEUROPEAN	2	400.0						False	False	False	False	False	False	False
54	U	U	D	WHITE	MUSLIM	4	470.0	False	False	False	False	False	False	False	False	False	False	False	False
43	M	U	U	WHITE	BRITISH	1	550.0	False	False	False	False	False	False	False	False	False	False	False	False
31	M	D	D	WHITE	BRITISH	4	420.0	False	False	False	False	True	False	False	False	False	False	False	False
70	F	D	D	UNKNOWN	BRITISH	5	530.0												
18	F	U	U	UNKNOWN	BRITISH	4	500.0											False	False
29	M	U	U	WHITE	BRITISH	5	520.0				False	False	False	False	False	False	False	False	False
27	U	R	R	WHITE	INDIANSUBCONTINENT	3	550.0				False	False	False	False	False	False	False	False	False
56	M	U	D	WHITE	BRITISH	4	850.0	False	False	False	False	False	False	False	False	False	False	False	False
71	M	U	R	WHITE	BRITISH	3	670.0	True	False	False	False	False	False	False	False	False	False	False	False
55	M	U	D	WHITE	BRITISH	4	440.0	False	False	False	False	True	True	True	False	True	False	False	False
75	M	U	U	UNKNOWN	BRITISH	4	400.0												False
54	M	U	D	ASIAN	BRITISH	5	760.0				False	False	False	False	False	False	False	False	True
53	F	U	R	WHITE	JEWISH	3	600.0	True	False	False	False	True	False	True	False	True	True	False	False
63	F	U	D	UNKNOWN	JEWISH	5	440.0	False	False	False	False	False	False	False	False	True	False	False	False
22	M	U	U	UNKNOWN	MUSLIM	4	540.0												False
38	F	U	U	WHITE	BRITISH	3	810.0	False	False	False	False	False	False	False	False	False	False	False	False
42	F	D	D	WHITE	JEWISH	3	650.0		False	False	False	False	False	False	False	False	False	False	False
54	F	U	D	WHITE	FRENCH	1	630.0						False	False	False	False	True	False	True
66	M	D	D	WHITE	BRITISH	1	500.0	False	False	False	False	False	False	False	False	False	False	False	False
49	M	U	D	WHITE	BRITISH	2	460.0	False	False	False	False	False	False	False	False	False	False	False	False
19	M	U	U	UNKNOWN	BRITISH	1	550.0												
74	M	U	D	WHITE	EASTEUROPEAN	1		False	False	False	False	False	False	False	False	False	False	False	False
19	F	D	D	WHITE	BRITISH	1	490.0												False
57	F	U	U	WHITE	BRITISH	4	810.0			False	False	False	False	False	False	False	False	False	False
70	M	R	R	WHITE	BRITISH	5	380.0	True	False	False	False	True	False	False	False	False	False	False	False
51	M	U	D	WHITE	BRITISH	1	480.0	False	False	False	False	False	False	False	False	False	True	False	True
92	F	D	D	WHITE	JEWISH	5											False	False	False
58	M	U	U	WHITE	JEWISH	4	510.0											False	False
60	M	U	D	WHITE	JEWISH	4	510.0	False	False	False	True	True	True	True	False	True	True	True	True
47	F	D	D	WHITE	BRITISH	3	660.0					False	False	False	False	False	True	False	False
43	U	D	D	ASIAN	INDIANSUBCONTINENT	3	620.0							False	False	False	True	False	False
79	F	U	D	WHITE	ITALIAN	5	520.0	True	False	False	False	True	False	True	False	False	False	False	False
66	M	D	D	WHITE	BRITISH	1	500.0	True	False	False	False	False	False	False	False	False	False	False	False
19	M	U	U	UNKNOWN	ITALIAN	1	440.0										False	False	False
40	M	D	D	WHITE	BRITISH	4	800.0				False	False	False	False	False	False	False	False	False
35	F	U	U	UNKNOWN	NORDIC	5													
21	F	U	D	WHITE	BRITISH	4	390.0										True	False	False
50	M	R	R	WHITE	ITALIAN	2	2130.0	False	False	False	False	False	False	False	False	False	False	False	False
68	U	D	D	WHITE	BRITISH	4	730.0	True	False	False	False	False	True	True	False	False	True	True	False
94	M	D	D	WHITE	BRITISH	1	530.0	False	False	False	False	True	False	False	False	False	False	False	False
42	U	D	D	ASIAN	INDIANSUBCONTINENT	5	450.0		False	False	False	False	False	False	False	False	False	False	False
65	F	D	D	WHITE	BRITISH	2	480.0	False	False	False	True	True	True	True	False	True	True	False	False
60	F	U	D	WHITE	BRITISH	2	670.0	False	False	False	False	False	False	False	False	False	False	False	False
32	F	U	R	WHITE	ITALIAN	4	130.0				False	False	False	False	False	False	False	False	False
33	M	U	U	WHITE	JEWISH	4	740.0											False	False
40	M	U	U	WHITE	JEWISH	3	540.0	False	False	False	False	False	False	False	False	False	False	False	False
20	M	U	U	WHITE	BRITISH	1	660.0											False	False
53	M	U	U	ASIAN	INDIANSUBCONTINENT	2	1180.0	False	False	False	False	False	False	False	False	True	True	False	True
87	F	D	D	UNKNOWN	BRITISH	5													
29	F	D	D	WHITE	BRITISH	5	480.0								False	False	False	False	False
44	F	U	U	ASIAN	INDIANSUBCONTINENT	5	1020.0									False	True	False	False
50	M	U	D	ASIAN	MUSLIM	5	650.0								False	False	False	False	False
39	M	D	D	WHITE	BRITISH	1	360.0							False	False	False	True	False	False
55	F	U	R	WHITE	BRITISH	1	540.0	False	False	False	False	False	False	False	False	False	False	False	False
25	F	U	D	ASIAN	EASTASIAN	1	650.0						False	False	False	False	False	True	True
24	M	U	D	WHITE	FRENCH	3	430.0								False	False	False	False	False
41	F	U	U	WHITE	EASTEUROPEAN	1	530.0	False	False	False	False	False	False	True	False	False	False	False	True
55	M	U	D	WHITE	JEWISH	4	780.0	False	False	False	False	True	False	False	False	False	False	True	True
43	M	U	U	WHITE	BRITISH	4	390.0	False	False	False	False	False	False	False	False	False	False	False	False
88	F	D	D	WHITE	BRITISH	3	460.0	False	False	False	True	True	False	True	True	True	True	True	False
63	F	U	D	WHITE	FRENCH	4	900.0	False	False	False	True	False	False	True	False	True	True	False	False
60	M	U	D	WHITE	BRITISH	2	520.0	True	False	False	False	False	False	False	False	False	False	False	False
71	M	U	U	HISPANIC	HISPANIC	2	1270.0	False	False	False	False	False	False	False	False	False	False	False	False
52	M	D	D	WHITE	JEWISH	2	1710.0				False	False	False	False	False	False	False	False	False
54	F	U	D	WHITE	JEWISH	4	540.0	False	False	False	False	False	False	False	False	False	False	False	False
56	F	U	U	WHITE	BRITISH	1	570.0				False	False	False	False	False	True	False	False	True
69	F	U	D	WHITE	BRITISH	1	560.0	False	False	False	False	False	False	True	False	False	True	True	False
77	F	U	D	WHITE	JEWISH	3	500.0	False	False	False	True	True	False	False	False	False	False	True	False
76	F	U	D	WHITE	BRITISH	3	560.0	True	False	False	False	False	False	False	False	False	False	False	False
70	M	U	D	WHITE	INDIANSUBCONTINENT	2	730.0	True	False	False	False	False	False	False	False	False	False	False	False
30	M	U	U	UNKNOWN	JEWISH	2	420.0												False
37	F	U	D	WHITE	BRITISH	4	380.0				False	False	False	False	False	False	False	False	False
60	M	R	R	WHITE	EASTEUROPEAN	1	520.0								False	False	True	True	True
71	M	U	D	WHITE	BRITISH	4	390.0	True	False	False	False	False	False	False	False	False	False	False	False
68	M	D	D	WHITE	BRITISH	2	470.0	False	False	False	True	True	False	True	False	True	True	True	True
55	F	D	D	WHITE	JEWISH	1	830.0	False	False	False	False	False	False	False	False	False	False	False	False
85	F	U	R	WHITE	BRITISH	1	210.0	False	True	False	False	False	False	False	False	False	False	False	False
37	F	U	D	WHITE	BRITISH	1	590.0	False	False	False	False	False	False	False	False	False	False	False	False
39	F	D	D	WHITE	BRITISH	1	480.0		False	False	False	False	False	False	False	False	True	True	True
74	F	U	D	WHITE	BRITISH	3	780.0	True	False	False	False	True	False	True	False	True	True	True	True
59	M	U	D	WHITE	JEWISH	4	450.0						False	True	False	True	False	False	False
63	M	U	D	WHITE	JEWISH	4	740.0	False	False	False	False	False	False	False	False	False	False	False	False
20	F	U	D	WHITE	BRITISH	2	630.0											True	False
68	M	U	U	WHITE	GERMANIC	1		False	False	False	False	False	False	False	False	False	False	False	False
56	M	U	D	WHITE	BRITISH	2	770.0	False	False	False	False	False	False	False	False	False	False	False	False
45	U	U	U	ASIAN	EASTASIAN	1	890.0										False	False	False
48	U	D	D	ASIAN	INDIANSUBCONTINENT	4	830.0								False	True	False	False	False
73	M	U	U	UNKNOWN	BRITISH	5	430.0												
61	M	D	D	ASIAN	INDIANSUBCONTINENT	5	880.0	False	False	False	False	False	False	False	False	False	True	False	False
57	F	U	U	WHITE	MUSLIM	5	740.0	False	False	False	False	False	False	False	False	False	False	False	False
41	M	D	D	WHITE	BRITISH	1	480.0							False	False	False	False	False	False
32	M	U	U	WHITE	BRITISH	4	390.0											False	False
72	M	U	D	WHITE	BRITISH	5	380.0	True	False	False	False	False	False	False	False	False	False	False	False
43	U	U	U	UNKNOWN	BRITISH	2	820.0												False
54	M	U	D	WHITE	JEWISH	4	380.0	False	False	False	False	False	False	False	False	False	True	False	False
80	M	U	D	WHITE	BRITISH	1	660.0	False	False	False	False	False	False	True	False	True	True	True	False
30	M	U	U	WHITE	BRITISH	4	410.0								False	False	False	False	False
22	U	U	U	WHITE	AFRICANS	2	490.0									True	False	False	False
58	F	U	D	WHITE	BRITISH	3	710.0	False	False	False	False	False	False	False	False	False	False	False	False
46	U	D	D	ASIAN	INDIANSUBCONTINENT	1	480.0											False	False
48	M	U	D	WHITE	FRENCH	2	730.0	False	False	False	False	True	False	False	False	False	True	True	False
62	M	D	D	WHITE	BRITISH	1	460.0						True	True	False	True	True	True	True
66	M	U	D	WHITE	BRITISH	1	370.0	False	False	False	False	False	False	False	False	False	False	False	True
50	F	U	D	WHITE	GERMANIC	4	710.0											True	True
74	M	U	D	WHITE	BRITISH	1	500.0	False	False	False	False	True	False	True	False	True	True	False	False
31	F	D	D	WHITE	JEWISH	4											False	False	False
50	M	U	U	WHITE	NORDIC	4	360.0	False	False	False	False	False	False	False	False	False	False	False	False
25	F	U	U	UNKNOWN	BRITISH	4	350.0												False
75	M	U	D	WHITE	JEWISH	2	680.0	False	False	False	False	False	False	False	False	False	False	False	False
25	M	U	U	UNKNOWN	BRITISH	5	390.0												False
70	M	U	R	WHITE	JEWISH	1	470.0	False	False	False	False	False	False	False	False	False	False	False	False
50	F	R	R	WHITE	FRENCH	2	480.0	False	False	False	False	False	False	False	False	False	False	False	False
42	M	U	U	UNKNOWN	EASTEUROPEAN	1	420.0												False
37	F	U	D	WHITE	BRITISH	2	630.0						False	False	False	False	False	False	False
44	M	U	D	WHITE	BRITISH	4	570.0				False	False	False	True	False	False	False	False	False
62	M	U	U	BLACK	BRITISH	4	830.0	False	False	False	False	False	False	False	False	False	False	False	False
58	F	R	R	WHITE	JEWISH	2	950.0	True	False	False	False	True	False	False	False	True	True	False	False
18	M	D	D	UNKNOWN	JEWISH	2	700.0											False	False
23	M	U	D	WHITE	BRITISH	2	600.0								False	False	False	False	False
85	M	U	D	ASIAN	BRITISH	3	450.0	False	False	False	False	False	False	False	False	False	False	False	False
37	F	D	D	WHITE	BRITISH	1	490.0	False	False	False	False	False	False	True	False	False	False	True	True
61	M	U	D	WHITE	MUSLIM	3	550.0	False	False	False	False	False	False	False	False	False	False	False	False
39	F	D	D	WHITE	JEWISH	5	680.0										False	False	False
85	F	U	R	WHITE	EASTEUROPEAN	4	510.0	True	False	False	False	False	False	True	False	True	False	False	False
27	M	U	U	UNKNOWN	BRITISH	4	630.0												
22	U	U	D	WHITE	BRITISH	1	530.0									False	False	True	False
38	F	D	D	WHITE	JEWISH	1	510.0	False	False	False	True	True	True	True	False	True	False	False	False
76	F	D	D	WHITE	JEWISH	1	420.0	False	False	False	False	False	False	False	False	False	False	True	False
74	M	U	U	ASIAN	MUSLIM	5	650.0										False	False	False
76	M	U	D	WHITE	JEWISH	4	500.0	False	False	False	True	False	False	True	True	True	True	True	True
61	M	U	R	WHITE	JEWISH	2	850.0	False	False	False	False	True	False	False	False	False	False	False	False
59	M	D	D	ASIAN	MUSLIM	3	620.0	False	False	False	False	False	False	False	False	True	False	False	False
70	M	D	D	WHITE	BRITISH	2	660.0	False	False	False	True	True	True	True	True	True	True	True	True
46	M	U	D	ASIAN	INDIANSUBCONTINENT	5	620.0												True
71	M	U	R	WHITE	BRITISH	2	810.0	True	False	False	False	True	True	True	False	False	True	False	False
68	F	D	D	WHITE	BRITISH	3	420.0	False	False	False	False	False	False	False	False	False	False	False	False
58	U	U	D	ASIAN	EASTASIAN	3	760.0	True	False	False	False	False	False	True	True	True	True	True	True
50	M	U	D	WHITE	INDIANSUBCONTINENT	2	450.0	False	False	False	False	False	False	False	False	True	False	False	False
51	F	D	D	ASIAN	INDIANSUBCONTINENT	2	500.0			False	False	False	False	False	False	False	False	False	True
63	F	D	D	WHITE	BRITISH	3	360.0										False	False	False
20	F	U	D	WHITE	JEWISH	3	680.0									False	False	False	False
18	F	U	U	UNKNOWN	EASTEUROPEAN	4	740.0												False
46	F	U	U	WHITE	EASTEUROPEAN	2	1100.0	False	False	False	False	False	False	False	False	False	False	False	False
48	U	U	U	ASIAN	EASTEUROPEAN	2	1180.0	False	False	False	False	False	False	False	False	True	True	False	True
50	F	U	D	WHITE	BRITISH	4	430.0	False	False	False	False	True	False	False	False	False	True	False	False
43	F	D	D	WHITE	JEWISH	2	480.0	False	True	False	False	False	False	False	False	False	False	True	True
54	F	D	D	WHITE	BRITISH	1	470.0	True	False	False	False	True	False	True	False	False	True	False	False
72	M	U	D	WHITE	JEWISH	1	740.0	True	False	False	False	True	False	False	False	True	False	True	True
51	M	U	U	WHITE	INDIANSUBCONTINENT	2	540.0								False	False	False	False	False
47	U	U	U	WHITE	ITALIAN	3	550.0												False
47	F	U	D	WHITE	BRITISH	2	610.0	True	False	False	False	False	True	True	False	False	True	True	True
73	M	R	R	WHITE	EASTEUROPEAN	3	520.0	False	False	False	False	False	False	False	False	False	True	False	False
30	M	U	D	WHITE	JEWISH	1	930.0								False	False	False	False	False
54	F	U	D	ASIAN	INDIANSUBCONTINENT	5	670.0								False	False	False	False	False
61	F	D	D	WHITE	BRITISH	5	400.0	False	False	False	False	True	False	True	False	True	True	False	False
76	M	R	R	WHITE	JEWISH	5	990.0	False	False	False	False	False	False	False	False	False	False	False	False
32	M	U	D	WHITE	BRITISH	1	950.0								False	False	False	True	False
51	M	U	D	ASIAN	EASTASIAN	2	540.0	False	False	False	False	False	False	False	False	False	True	False	False
46	M	U	U	UNKNOWN	INDIANSUBCONTINENT	2	960.0												
60	M	D	D	WHITE	BRITISH	2	670.0	False	False	False	False	False	False	False	False	False	False	False	False
75	F	D	D	WHITE	BRITISH	4	470.0	True	False	False	False	True	False	True	False	True	True	True	False
60	U	U	D	WHITE	JEWISH	4			False	False	False	False	False	False	False	False	False	False	False
60	F	D	D	WHITE	BRITISH	1	680.0	True	False	False	False	False	False	True	False	False	False	False	False
68	F	U	U	WHITE	BRITISH	3	520.0	True	False	False	False	False	False	False	False	False	False	False	False
79	M	U	R	WHITE	GERMANIC	2	570.0	True	False	False	False	False	False	False	False	False	False	False	False
72	F	D	D	WHITE	JEWISH	2	460.0	False	False	False	False	False	False	False	False	False	False	False	False
78	M	D	D	WHITE	BRITISH	3	1030.0	False	False	False	False	True	False	True	True	False	False	False	False
57	M	U	R	WHITE	BRITISH	1	470.0	False	False	False	False	False	False	False	False	False	True	False	False
22	F	U	U	WHITE	BRITISH	5	890.0									False	False	False	False
72	F	U	D	WHITE	BRITISH	3	470.0	False	False	False	False	False	False	False	False	False	False	False	False
67	M	U	R	WHITE	BRITISH	5	380.0	False	False	False	False	False	False	False	False	False	False	False	False
19	M	U	U	UNKNOWN	BRITISH	3	540.0											False	True
